Tipo Registrante,Gruppo Sconto,Cod.,Denominazione,Indirizzo,Cap,Città,Prov.,Regione,Nazione,Partita Iva,Codice fiscale,Elenco dest.,Nome Azienda,Extra 2,Note,Num. listino,Sconti,Banca,Pagamento,Fatt. con Iva,Rif. Persona,Desc. Tel. 1,Tel. 1,Desc. Tel. 2,Tel. 2,Desc. Tel. 3,Tel. 3,Cell,Fax,e-mail,Home page,Login web,Conto reg.,Note doc.
Professionista,B,PAZ04584,Ferrara Carlo,"Via Mazzini, 18",20124,Milano,MI,Lombardia,Italia,,FRRCRL36B17F205,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Carlo Ferrara,Casa,0103058842,,,,,3080436208,,carlo.ferrara26@libero.it,,,,
Privato,C,PAZ00837,Romano Federico,"Via Marconi, 16",84124,Salerno,SA,Campania,Italia,,RMNFRC82C23H703,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Federico Romano,Casa,0458450929,,,,,3636730534,,federico.romano94@gmail.com,,,,
Azienda,,PAZ00266,Ricci Martina,"Via Cavour, 77",10121,Torino,TO,Piemonte,Italia,,RCCMTN00M51L219,,,,,,,UniCredit,Bonifico bancario 30gg,Sì,Martina Ricci,Casa,0454038438,,,,,3539855071,,martina.ricci7@gmail.com,,,,
Privato,B,PAZ02006,Greco Giulia,"Corso Italia, 145",20122,Milano,MI,Lombardia,Italia,,GRCGLI07L65F205,,,,,,,UniCredit,PayPal,Sì,Giulia Greco,Casa,0546332444,,,,,3954150431,,giulia.greco32@gmail.com,,,,
Privato,C,PAZ08803,Sartori Simona,"Via della Repubblica, 131",10124,Torino,TO,Piemonte,Italia,,SRTSMN07A51L219,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Simona Sartori,Casa,0325453767,,,,,3815490388,,simona.sartori61@gmail.com,,,,
Privato,C,EXT10835,Mancini Emilio,"Viale Europa, 81",00118,Roma,RM,Lazio,Italia,,MNCMLE36E27H501,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Emilio Mancini,Casa,0758766883,,,,,3152447595,,emilio.mancini91@gmail.com,,,,
Professionista,C,PAZ02362,De Luca Elisa,"Via IV Novembre, 7",00121,Roma,RM,Lazio,Italia,,DLCLSE40H58H501,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Elisa De Luca,Casa,0575535345,,,,,3380957209,,elisa.deluca26@gmail.com,,,,
Privato,A,EXT11949,Testa Angelo,"Via XX Settembre, 38",00118,Roma,RM,Lazio,Italia,,TSTNGL65H08H501,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Angelo Testa,Casa,0616333265,,,,,3455508644,,angelo.testa37@libero.it,,,,
Privato,,EXT12869,Gallo Laura,"Via Matteotti, 137",00121,Roma,RM,Lazio,Italia,,GLLLRA79H41H501,,,,,,,UniCredit,Contanti,Sì,Laura Gallo,Casa,0418582918,,,,,3779027691,,laura.gallo87@libero.it,,,,
Professionista,A,EXT14167,Messina Claudia,"Corso Umberto I, 63",80131,Napoli,NA,Campania,Italia,,MSSCLD54C63F839,,,,,,,UniCredit,Carta di credito,No,Claudia Messina,Casa,0613993786,,,,,3019497401,,claudia.messina87@libero.it,,,,
Privato,,EXT14590,Russo Federica,"Via XX Settembre, 161",00136,Roma,RM,Lazio,Italia,,RSSFRC60R55H501,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Federica Russo,Casa,0798669863,,,,,3789950706,,federica.russo66@gmail.com,,,,
Privato,C,EXT10283,Greco Angela,"Via Leopardi, 104",80131,Napoli,NA,Campania,Italia,,GRCNGL62M65F839,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Angela Greco,Casa,0138512108,,,,,3616599905,,angela.greco11@gmail.com,,,,
Privato,C,PAZ09736,Ruggiero Davide,"Corso Vittorio Emanuele, 152",80131,Napoli,NA,Campania,Italia,,RGGDVD72C05F839,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Davide Ruggiero,Casa,0857201846,,,,,3158372705,,davide.ruggiero46@gmail.com,,,,
Privato,,PAZ00826,Bianchi Giovanna,"Via Milano, 163",80123,Napoli,NA,Campania,Italia,,BNCGNN84M44F839,,,,,,,Banco BPM,PayPal,No,Giovanna Bianchi,Casa,0192881416,,,,,3862228542,,giovanna.bianchi36@gmail.com,,,,
Privato,B,PAZ09754,Ruggiero Carlo,"Via XX Settembre, 126",00136,Roma,RM,Lazio,Italia,,RGGCRL63H01H501,,,,,,,Banca MPS,Assegno bancario,Sì,Carlo Ruggiero,Casa,0825813189,,,,,3655968075,,carlo.ruggiero80@gmail.com,,,,
Privato,A,PAZ04253,Piccolo Chiara,"Viale Europa, 118",20123,Milano,MI,Lombardia,Italia,,PCCCHR06B58F205,,,,,,,UniCredit,Assegno bancario,No,Chiara Piccolo,Casa,0627413971,,,,,3432421920,,chiara.piccolo93@libero.it,,,,
Professionista,C,PAZ06053,Palumbo Filippo,"Via Verdi, 132",20124,Milano,MI,Lombardia,Italia,,PLMFPP68M04F205,,,,,,,Banco BPM,PayPal,Sì,Filippo Palumbo,Casa,0899099267,,,,,3939069089,,filippo.palumbo11@libero.it,,,,
Privato,,EXT13355,Napolitano Stefano,"Via Leopardi, 28",20123,Milano,MI,Lombardia,Italia,,NPLSFN79L03F205,,,,,,,UniCredit,Contanti,No,Stefano Napolitano,Casa,0351570059,,,,,3670092781,,stefano.napolitano69@gmail.com,,,,
Privato,A,PAZ08283,Longo Angela,"Via Mazzini, 144",84121,Salerno,SA,Campania,Italia,,LNGNGL71S53H703,,,,,,,Banca MPS,Assegno bancario,No,Angela Longo,Casa,0339445991,,,,,3143684646,,angela.longo38@libero.it,,,,
Azienda,A,PAZ01441,Marchetti Chiara,"Via Milano, 76",80132,Napoli,NA,Campania,Italia,,MRCCHR77C68F839,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Chiara Marchetti,Casa,0517693030,,,,,3027386970,,chiara.marchetti96@libero.it,,,,
Azienda,B,PAZ03066,Carbone Claudio,"Via Cavour, 9",80132,Napoli,NA,Campania,Italia,,CRBCLD77E28F839,,,,,,,UniCredit,PayPal,Sì,Claudio Carbone,Casa,0659440228,,,,,3035403692,,claudio.carbone36@libero.it,,,,
Privato,C,EXT11403,Romano Francesco,"Via Verdi, 7",10121,Torino,TO,Piemonte,Italia,,RMNFNC46C20L219,,,,,,,Banco BPM,Assegno bancario,No,Francesco Romano,Casa,0617689246,,,,,3330148754,,francesco.romano84@gmail.com,,,,
Professionista,C,PAZ02748,Pellegrini Giuseppe,"Corso Italia, 117",84124,Salerno,SA,Campania,Italia,,PLLGPP85H04H703,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Giuseppe Pellegrini,Casa,0986576497,,,,,3118652467,,giuseppe.pellegrini17@gmail.com,,,,
Privato,A,PAZ07388,Bianchi Pietro,"Piazza del Comune, 158",20121,Milano,MI,Lombardia,Italia,,BNCPTR80P21F205,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Pietro Bianchi,Casa,0636574998,,,,,3892325235,,pietro.bianchi45@gmail.com,,,,
Professionista,,PAZ09034,Testa Mario,"Via Roma, 4",80131,Napoli,NA,Campania,Italia,,TSTMRA02R07F839,,,,,,,Banca Mediolanum,Contanti,No,Mario Testa,Casa,0978823194,,,,,3170806507,,mario.testa12@libero.it,,,,
Privato,C,PAZ03061,Monti Federico,"Via Napoli, 30",00118,Roma,RM,Lazio,Italia,,MNTFRC04R18H501,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Federico Monti,Casa,0901392983,,,,,3912234515,,federico.monti58@libero.it,,,,
Privato,B,PAZ00889,Caruso Alessandra,"Via Roma, 140",80123,Napoli,NA,Campania,Italia,,CRSLSN59E63F839,,,,,,,UniCredit,PayPal,No,Alessandra Caruso,Casa,0268227438,,,,,3181367579,,alessandra.caruso85@gmail.com,,,,
Professionista,B,EXT13484,Pagano Nicola,"Via Cavour, 70",20123,Milano,MI,Lombardia,Italia,,PGNNCL64D04F205,,,,,,,UniCredit,Carta di credito,Sì,Nicola Pagano,Casa,0642267960,,,,,3263542733,,nicola.pagano36@gmail.com,,,,
Professionista,,EXT12552,Ferrari Silvia,"Via Marconi, 115",00136,Roma,RM,Lazio,Italia,,FRRSLV92A47H501,,,,,,,Banca Mediolanum,RID bancario,Sì,Silvia Ferrari,Casa,0243612729,,,,,3432622329,,silvia.ferrari46@gmail.com,,,,
Azienda,C,EXT14181,Villa Riccardo,"Via della Repubblica, 192",10125,Torino,TO,Piemonte,Italia,,VLLRCR98D16L219,,,,,,,Banca MPS,PayPal,Sì,Riccardo Villa,Casa,0993183523,,,,,3115170640,,riccardo.villa86@gmail.com,,,,
Professionista,,PAZ01963,Carbone Giorgio,"Via Roma, 147",00141,Roma,RM,Lazio,Italia,,CRBGRG42R15H501,,,,,,,UniCredit,RID bancario,Sì,Giorgio Carbone,Casa,0501822693,,,,,3242122827,,giorgio.carbone21@gmail.com,,,,
Professionista,A,PAZ03125,Conti Valentina,"Via Leopardi, 40",80123,Napoli,NA,Campania,Italia,,CNTVNT58R67F839,,,,,,,Banca MPS,Assegno bancario,No,Valentina Conti,Casa,0191472209,,,,,3476622108,,valentina.conti16@libero.it,,,,
Privato,B,EXT11806,Ruggiero Emilio,"Via Garibaldi, 15",00136,Roma,RM,Lazio,Italia,,RGGMLE42M14H501,,,,,,,Banca Mediolanum,Assegno bancario,No,Emilio Ruggiero,Casa,0687933920,,,,,3537509033,,emilio.ruggiero79@libero.it,,,,
Privato,B,PAZ06101,Moretti Paolo,"Via Verdi, 87",80122,Napoli,NA,Campania,Italia,,MRTPLA06S15F839,,,,,,,Banco BPM,Assegno bancario,Sì,Paolo Moretti,Casa,0899273806,,,,,3926926971,,paolo.moretti26@libero.it,,,,
Azienda,C,PAZ01127,Orlando Mario,"Via IV Novembre, 170",00100,Roma,RM,Lazio,Italia,,RLNMRA99D06H501,,,,,,,Banca Mediolanum,PayPal,No,Mario Orlando,Casa,0279555831,,,,,3480410437,,mario.orlando39@libero.it,,,,
Azienda,B,EXT11489,Coppola Angela,"Via Cavour, 178",00121,Roma,RM,Lazio,Italia,,CPPNGL03H49H501,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Angela Coppola,Casa,0109431845,,,,,3354683340,,angela.coppola29@gmail.com,,,,
Privato,,EXT11790,De Luca Claudia,"Via Napoli, 76",20125,Milano,MI,Lombardia,Italia,,DLCCLD57D42F205,,,,,,,Banca Mediolanum,Contanti,Sì,Claudia De Luca,Casa,0144569579,,,,,3398279451,,claudia.deluca9@gmail.com,,,,
Privato,,PAZ06385,Serra Salvatore,"Via Cavour, 138",80121,Napoli,NA,Campania,Italia,,SRRSVT43A08F839,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Salvatore Serra,Casa,0722868191,,,,,3888304992,,salvatore.serra31@libero.it,,,,
Privato,B,PAZ09724,Sartori Sofia,"Via Garibaldi, 25",80121,Napoli,NA,Campania,Italia,,SRTSFO86A44F839,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Sofia Sartori,Casa,0415021735,,,,,3025344718,,sofia.sartori36@libero.it,,,,
Privato,B,EXT10855,Molinari Simona,"Via della Libertà, 134",80123,Napoli,NA,Campania,Italia,,MLNSMN04P41F839,,,,,,,UniCredit,Carta di credito,No,Simona Molinari,Casa,0316131229,,,,,3528026342,,simona.molinari68@gmail.com,,,,
Privato,,PAZ07488,Costa Carmela,"Corso Italia, 85",20124,Milano,MI,Lombardia,Italia,,CSTCML72T59F205,,,,,,,Banca Intesa Sanpaolo,Contanti,Sì,Carmela Costa,Casa,0876208315,,,,,3646692690,,carmela.costa24@libero.it,,,,
Privato,A,PAZ06203,Giordano Filippo,"Corso Italia, 107",80123,Napoli,NA,Campania,Italia,,GRDFPP06H07F839,,,,,,,Banca Mediolanum,Contanti,No,Filippo Giordano,Casa,0564547077,,,,,3745105636,,filippo.giordano83@gmail.com,,,,
Privato,C,PAZ01543,Pellegrini Daniele,"Via Cavour, 173",20125,Milano,MI,Lombardia,Italia,,PLLDNL01B22F205,,,,,,,Banca MPS,Contanti,No,Daniele Pellegrini,Casa,0562925872,,,,,3050652314,,daniele.pellegrini73@gmail.com,,,,
Privato,B,PAZ03263,Giordano Daniele,"Via Roma, 159",00118,Roma,RM,Lazio,Italia,,GRDDNL66S18H501,,,,,,,Banca MPS,RID bancario,No,Daniele Giordano,Casa,0752611025,,,,,3493914819,,daniele.giordano24@gmail.com,,,,
Privato,A,PAZ08762,Marchetti Giulia,"Piazza del Comune, 20",00121,Roma,RM,Lazio,Italia,,MRCGLI82T68H501,,,,,,,Banca MPS,Carta di credito,Sì,Giulia Marchetti,Casa,0133766323,,,,,3394821168,,giulia.marchetti81@gmail.com,,,,
Privato,B,PAZ09775,Silvestri Daniele,"Via Mazzini, 198",00121,Roma,RM,Lazio,Italia,,SLVDNL62A12H501,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Daniele Silvestri,Casa,0902910294,,,,,3134323005,,daniele.silvestri66@gmail.com,,,,
Privato,A,PAZ02268,Russo Cinzia,"Corso Italia, 110",10125,Torino,TO,Piemonte,Italia,,RSSCNZ36M60L219,,,,,,,UniCredit,RID bancario,No,Cinzia Russo,Casa,0589070889,,,,,3723691433,,cinzia.russo28@libero.it,,,,
Privato,,PAZ03770,Piccolo Filippo,"Via della Repubblica, 88",00141,Roma,RM,Lazio,Italia,,PCCFPP98M18H501,,,,,,,Banca Mediolanum,Carta di credito,Sì,Filippo Piccolo,Casa,0995249564,,,,,3584218172,,filippo.piccolo5@gmail.com,,,,
Azienda,B,PAZ07025,Martinelli Simone,"Via Roma, 5",00141,Roma,RM,Lazio,Italia,,MRTSMN79B23H501,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Simone Martinelli,Casa,0773772717,,,,,3115182311,,simone.martinelli56@libero.it,,,,
Privato,B,EXT12092,Bianchi Vincenzo,"Via Dante, 193",00100,Roma,RM,Lazio,Italia,,BNCVCN82D02H501,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Vincenzo Bianchi,Casa,0426555884,,,,,3953569256,,vincenzo.bianchi55@gmail.com,,,,
Privato,C,PAZ00132,Mancini Carlo,"Via Milano, 32",84125,Salerno,SA,Campania,Italia,,MNCCRL72T21H703,,,,,,,BPER Banca,Carta di credito,No,Carlo Mancini,Casa,0331504725,,,,,3442827302,,carlo.mancini17@libero.it,,,,
Privato,,PAZ09357,De Angelis Sara,"Via Roma, 108",80122,Napoli,NA,Campania,Italia,,DNGSRA87C49F839,,,,,,,Banca Mediolanum,PayPal,Sì,Sara De Angelis,Casa,0198536011,,,,,3429856243,,sara.deangelis83@gmail.com,,,,
Azienda,A,EXT11689,Villa Alberto,"Via Marconi, 199",80131,Napoli,NA,Campania,Italia,,VLLLRT48S17F839,,,,,,,Banca MPS,PayPal,No,Alberto Villa,Casa,0528770860,,,,,3281181602,,alberto.villa17@gmail.com,,,,
Azienda,,PAZ00603,Orlando Angelo,"Viale Europa, 127",00136,Roma,RM,Lazio,Italia,,RLNNGL99R07H501,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Angelo Orlando,Casa,0929740443,,,,,3761001762,,angelo.orlando23@libero.it,,,,
Privato,,PAZ06425,Martini Emilio,"Via Leopardi, 11",00141,Roma,RM,Lazio,Italia,,MRTMLE84E19H501,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,Sì,Emilio Martini,Casa,0255993612,,,,,3883462751,,emilio.martini20@libero.it,,,,
Privato,,PAZ00843,Conti Lorenzo,"Via Nazionale, 54",00141,Roma,RM,Lazio,Italia,,CNTLNZ46A01H501,,,,,,,Banca MPS,Carta di credito,Sì,Lorenzo Conti,Casa,0734001887,,,,,3174363723,,lorenzo.conti74@gmail.com,,,,
Privato,C,PAZ00393,Fabbri Filippo,"Via Roma, 176",20125,Milano,MI,Lombardia,Italia,,FBBFPP37A06F205,,,,,,,BPER Banca,Assegno bancario,No,Filippo Fabbri,Casa,0313246345,,,,,3097739393,,filippo.fabbri8@libero.it,,,,
Privato,A,EXT13728,Mancini Silvia,"Via Marconi, 145",20125,Milano,MI,Lombardia,Italia,,MNCSLV76M62F205,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,No,Silvia Mancini,Casa,0526738710,,,,,3188766050,,silvia.mancini25@gmail.com,,,,
Professionista,,PAZ09849,Marini Cristina,"Via Milano, 54",00121,Roma,RM,Lazio,Italia,,MRNCST79M60H501,,,,,,,Poste Italiane - BancoPosta,Carta di credito,No,Cristina Marini,Casa,0589006944,,,,,3799336270,,cristina.marini38@gmail.com,,,,
Professionista,B,EXT12566,Romano Antonio,"Via IV Novembre, 80",80122,Napoli,NA,Campania,Italia,,RMNNTN41E24F839,,,,,,,Banco BPM,Assegno bancario,Sì,Antonio Romano,Casa,0823077751,,,,,3830427067,,antonio.romano76@gmail.com,,,,
Azienda,C,PAZ04989,Lombardi Chiara,"Viale Europa, 192",80123,Napoli,NA,Campania,Italia,,LMBCHR81T42F839,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Chiara Lombardi,Casa,0854920241,,,,,3797517076,,chiara.lombardi36@gmail.com,,,,
Privato,C,PAZ03928,Piras Massimo,"Via Milano, 41",10123,Torino,TO,Piemonte,Italia,,PRSMSM89H12L219,,,,,,,Banco BPM,Contanti,No,Massimo Piras,Casa,0249983219,,,,,3070895289,,massimo.piras30@gmail.com,,,,
Privato,A,PAZ05511,Napolitano Antonio,"Via Cavour, 180",00136,Roma,RM,Lazio,Italia,,NPLNTN65B24H501,,,,,,,UniCredit,Assegno bancario,Sì,Antonio Napolitano,Casa,0723111740,,,,,3564473417,,antonio.napolitano78@gmail.com,,,,
Professionista,,PAZ06927,De Angelis Cinzia,"Via della Libertà, 53",10124,Torino,TO,Piemonte,Italia,,DNGCNZ52H43L219,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,Sì,Cinzia De Angelis,Casa,0638343724,,,,,3360064661,,cinzia.deangelis2@libero.it,,,,
Privato,B,PAZ05909,Mancini Anna,"Via Napoli, 152",80122,Napoli,NA,Campania,Italia,,MNCNNA01A55F839,,,,,,,Banca MPS,Bonifico bancario 30gg,No,Anna Mancini,Casa,0341397645,,,,,3863207168,,anna.mancini84@libero.it,,,,
Professionista,C,EXT13003,Romano Stefano,"Corso Vittorio Emanuele, 160",00118,Roma,RM,Lazio,Italia,,RMNSFN86E19H501,,,,,,,Banca MPS,Bonifico bancario 30gg,No,Stefano Romano,Casa,0719783779,,,,,3231792448,,stefano.romano81@gmail.com,,,,
Privato,,EXT13220,Amato Sara,"Via Tasso, 181",10123,Torino,TO,Piemonte,Italia,,MTASRA98D50L219,,,,,,,Banca MPS,Carta di credito,Sì,Sara Amato,Casa,0761068282,,,,,3879421415,,sara.amato4@gmail.com,,,,
Professionista,,EXT14398,Moretti Laura,"Via Nazionale, 42",80123,Napoli,NA,Campania,Italia,,MRTLRA73T49F839,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Laura Moretti,Casa,0985542383,,,,,3370532174,,laura.moretti69@libero.it,,,,
Privato,C,PAZ02277,Bianchi Francesca,"Via Leopardi, 171",20123,Milano,MI,Lombardia,Italia,,BNCFNC08R65F205,,,,,,,UniCredit,RID bancario,No,Francesca Bianchi,Casa,0312297838,,,,,3524323451,,francesca.bianchi8@libero.it,,,,
Privato,A,PAZ06417,Vitale Lorenza,"Via Napoli, 25",80121,Napoli,NA,Campania,Italia,,VTLLNZ77T52F839,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Lorenza Vitale,Casa,0387048120,,,,,3843872070,,lorenza.vitale5@gmail.com,,,,
Privato,A,PAZ03234,Silvestri Stefano,"Via Napoli, 180",10123,Torino,TO,Piemonte,Italia,,SLVSFN84A17L219,,,,,,,Banca Mediolanum,RID bancario,Sì,Stefano Silvestri,Casa,0436059381,,,,,3482571240,,stefano.silvestri95@libero.it,,,,
Privato,,EXT12253,De Luca Giovanna,"Corso Vittorio Emanuele, 129",10124,Torino,TO,Piemonte,Italia,,DLCGNN47A46L219,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Giovanna De Luca,Casa,0457864945,,,,,3280506920,,giovanna.deluca79@libero.it,,,,
Professionista,B,PAZ03498,Russo Simona,"Via Verdi, 8",80123,Napoli,NA,Campania,Italia,,RSSSMN52P63F839,,,,,,,Banca MPS,RID bancario,No,Simona Russo,Casa,0271885030,,,,,3064650596,,simona.russo95@gmail.com,,,,
Privato,A,EXT14768,Sartori Serena,"Via Garibaldi, 36",80123,Napoli,NA,Campania,Italia,,SRTSRN53L48F839,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,Sì,Serena Sartori,Casa,0653037607,,,,,3199094553,,serena.sartori34@gmail.com,,,,
Professionista,,PAZ04613,Fontana Sergio,"Via XX Settembre, 78",20122,Milano,MI,Lombardia,Italia,,FNTSRG69S03F205,,,,,,,Banca Mediolanum,Assegno bancario,No,Sergio Fontana,Casa,0459033729,,,,,3625878344,,sergio.fontana40@gmail.com,,,,
Professionista,C,EXT12445,Esposito Marco,"Via Mazzini, 128",80123,Napoli,NA,Campania,Italia,,SPSMRC79H12F839,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Marco Esposito,Casa,0984483059,,,,,3672799260,,marco.esposito88@gmail.com,,,,
Azienda,A,EXT10008,Lombardi Francesca,"Corso Vittorio Emanuele, 80",80132,Napoli,NA,Campania,Italia,,LMBFNC97M55F839,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Francesca Lombardi,Casa,0793424292,,,,,3744208843,,francesca.lombardi60@libero.it,,,,
Privato,C,PAZ00401,Romano Emilio,"Via Napoli, 70",80123,Napoli,NA,Campania,Italia,,RMNMLE92A12F839,,,,,,,BPER Banca,Assegno bancario,Sì,Emilio Romano,Casa,0565288254,,,,,3991298354,,emilio.romano23@gmail.com,,,,
Privato,,EXT14958,Romano Riccardo,"Via XX Settembre, 50",00136,Roma,RM,Lazio,Italia,,RMNRCR56P28H501,,,,,,,Banca MPS,Carta di credito,Sì,Riccardo Romano,Casa,0675296355,,,,,3044943205,,riccardo.romano26@gmail.com,,,,
Azienda,,EXT12400,Cattaneo Riccardo,"Piazza del Comune, 80",00121,Roma,RM,Lazio,Italia,,CTTRCR73S03H501,,,,,,,Banco BPM,PayPal,No,Riccardo Cattaneo,Casa,0517557433,,,,,3677220638,,riccardo.cattaneo73@gmail.com,,,,
Professionista,,EXT11812,Molinari Carlo,"Corso Umberto I, 134",20123,Milano,MI,Lombardia,Italia,,MLNCRL51M28F205,,,,,,,Banca MPS,Contanti,Sì,Carlo Molinari,Casa,0116286085,,,,,3058909177,,carlo.molinari12@gmail.com,,,,
Privato,B,EXT10590,Colombo Claudio,"Via Matteotti, 142",20124,Milano,MI,Lombardia,Italia,,CLMCLD72A07F205,,,,,,,BPER Banca,PayPal,No,Claudio Colombo,Casa,0483557724,,,,,3356942836,,claudio.colombo57@gmail.com,,,,
Professionista,C,EXT11462,Orlando Alessandro,"Corso Vittorio Emanuele, 123",00141,Roma,RM,Lazio,Italia,,RLNLSN43H24H501,,,,,,,Banca Mediolanum,Assegno bancario,No,Alessandro Orlando,Casa,0484546686,,,,,3398552736,,alessandro.orlando31@libero.it,,,,
Privato,A,PAZ04680,Barone Matteo,"Via Milano, 8",10122,Torino,TO,Piemonte,Italia,,BRNMTT79L15L219,,,,,,,Banco BPM,RID bancario,Sì,Matteo Barone,Casa,0712629432,,,,,3239124517,,matteo.barone95@libero.it,,,,
Privato,A,PAZ05008,Giordano Patrizia,"Via Garibaldi, 138",00136,Roma,RM,Lazio,Italia,,GRDPRZ02H44H501,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Patrizia Giordano,Casa,0415578291,,,,,3519542710,,patrizia.giordano75@gmail.com,,,,
Privato,,EXT12335,Serra Marco,"Via Matteotti, 198",80132,Napoli,NA,Campania,Italia,,SRRMRC55M03F839,,,,,,,Banca Mediolanum,Contanti,No,Marco Serra,Casa,0654597655,,,,,3871402221,,marco.serra73@gmail.com,,,,
Privato,C,PAZ03403,Carbone Alberto,"Via Napoli, 127",20122,Milano,MI,Lombardia,Italia,,CRBLRT96B05F205,,,,,,,Banca MPS,PayPal,Sì,Alberto Carbone,Casa,0736678848,,,,,3072188631,,alberto.carbone60@gmail.com,,,,
Privato,,EXT12147,Ferrari Elena,"Via Napoli, 46",00136,Roma,RM,Lazio,Italia,,FRRLNE90B63H501,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Elena Ferrari,Casa,0107537340,,,,,3183372415,,elena.ferrari19@gmail.com,,,,
Professionista,B,PAZ03883,Longo Mario,"Via Matteotti, 171",00141,Roma,RM,Lazio,Italia,,LNGMRA85P16H501,,,,,,,Banco BPM,RID bancario,No,Mario Longo,Casa,0302555347,,,,,3070233164,,mario.longo93@libero.it,,,,
Privato,B,PAZ06307,Orlando Roberto,"Corso Vittorio Emanuele, 37",10124,Torino,TO,Piemonte,Italia,,RLNRRT97S20L219,,,,,,,UniCredit,Assegno bancario,Sì,Roberto Orlando,Casa,0812734748,,,,,3683096201,,roberto.orlando62@libero.it,,,,
Privato,C,PAZ09423,Marchetti Lucia,"Via Roma, 193",00141,Roma,RM,Lazio,Italia,,MRCLCU03C46H501,,,,,,,Banco BPM,Carta di credito,Sì,Lucia Marchetti,Casa,0311012428,,,,,3083886215,,lucia.marchetti79@gmail.com,,,,
Privato,B,EXT10021,Piccolo Enrico,"Via Matteotti, 35",00141,Roma,RM,Lazio,Italia,,PCCNRC89M06H501,,,,,,,Banco BPM,Contanti,Sì,Enrico Piccolo,Casa,0231461320,,,,,3118773513,,enrico.piccolo39@gmail.com,,,,
Privato,C,EXT14656,Russo Concetta,"Corso Vittorio Emanuele, 80",80132,Napoli,NA,Campania,Italia,,RSSCCT79T50F839,,,,,,,Banco BPM,Assegno bancario,Sì,Concetta Russo,Casa,0152414621,,,,,3251766212,,concetta.russo58@libero.it,,,,
Privato,C,PAZ01573,Messina Alessandro,"Via XX Settembre, 23",84122,Salerno,SA,Campania,Italia,,MSSLSN72S27H703,,,,,,,Banco BPM,Assegno bancario,No,Alessandro Messina,Casa,0989779610,,,,,3389784238,,alessandro.messina78@gmail.com,,,,
Privato,A,EXT13957,Romano Nicola,"Via Milano, 117",80132,Napoli,NA,Campania,Italia,,RMNNCL96C25F839,,,,,,,UniCredit,Carta di credito,No,Nicola Romano,Casa,0874344780,,,,,3498639943,,nicola.romano74@gmail.com,,,,
Privato,B,PAZ09329,Carbone Vincenzo,"Via Garibaldi, 50",00141,Roma,RM,Lazio,Italia,,CRBVCN67C06H501,,,,,,,UniCredit,Assegno bancario,Sì,Vincenzo Carbone,Casa,0392794908,,,,,3154241478,,vincenzo.carbone29@gmail.com,,,,
Privato,C,PAZ02423,Ferrari Angelo,"Via XX Settembre, 38",84125,Salerno,SA,Campania,Italia,,FRRNGL86M06H703,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Angelo Ferrari,Casa,0904989974,,,,,3287967788,,angelo.ferrari49@gmail.com,,,,
Azienda,A,PAZ08759,Martinelli Vincenzo,"Via Dante, 108",20124,Milano,MI,Lombardia,Italia,,MRTVCN66D21F205,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Vincenzo Martinelli,Casa,0403912588,,,,,3284628607,,vincenzo.martinelli43@libero.it,,,,
Privato,,PAZ05264,Amato Matteo,"Viale Europa, 186",20121,Milano,MI,Lombardia,Italia,,MTAMTT78S12F205,,,,,,,Banco BPM,PayPal,No,Matteo Amato,Casa,0467512041,,,,,3696887261,,matteo.amato61@gmail.com,,,,
